"Original XML Dita File","UUID"
"whatsnew-master-20181016/src-migrate/10112018.xml","a6b38011-c3aa-4a49-8582-468b0fd8dd19"
"whatsnew-master-20181016/src-migrate/09132018.xml","2a39ef00-ef7a-4a28-b10c-8ffbc22c9711"
"whatsnew-master-20181016/src-migrate/08092018.xml","8647171a-a86c-45c7-aa2e-9f3f42605c52"
